codigo eusan;nombre cliente;nombre del producto;nombre del estante;codigo de barras
2-1-0-305;EMPAQUES CHIRIQUI S.A;BOLSA LISA TRANSP. 14 X 26 PLG - 2.5 MILS;;12384
2-1-0-1509;EMPAQUES CHIRIQUI S.A;ROLLO TUBO ABIERTO A UN LADO UV 6 MESES;;12392
6-1-0-2414;EMPAQUES CHIRIQUI S.A;BOLSA LAMINADA IMP SEA GALLERY 22.85X37 cm ZIPPER;;12393
4-2-0-306;EMPAQUES CHIRIQUI S.A;BOLSA AZULADA IMPRESA HIELO ALADINO;;12475
2-1-0-1206;EMPAQUES CHIRIQUI S.A;ROLLO TRANSP. ENFARDADOR ANTIDESLIZANTE 88 CM - 2.76 MILS;;12476
6-26-0-2013;EMPAQUES CHIRIQUI S.A;MULTICREMA VAINILLA 350 G SIN CODIGO DE BARRRAS;;12477
2-2-0-303;EMPAQUES CHIRIQUI S.A;BOLSA NEGRA BASURA 32X40 PLG - 1.25 MILS ;;12478
6-26-0-757;EMPAQUES CHIRIQUI S.A;Bobina Laminada Multicrema Canela 350 g;;12479
6-0-0-76;EMPAQUES CHIRIQUI S.A;BOLSA LAMINADA IMPRESA SEA GALLERY ZIPPER;;12480
4-1-0-4117;EMPAQUES CHIRIQUI S.A;BOLSA IMP. SAL GRUESA DOMINÃ“ 908 G.;;12509
4-1-0-4118;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SAL POPULAR 400 G;;12531
2-1-0-3512;EMPAQUES CHIRIQUI S.A;BOLSA COLECTIVA  ANTIDESLIZANTE 8.5+2.75+2.75x27 Plg x 2.00 Mils;;12552
6-12-0-4138;EMPAQUES CHIRIQUI S.A;BOBINA IMP CONCENTRADO ZARZAMORA 454 GR;;12571
6-12-0-4139;EMPAQUES CHIRIQUI S.A;BOBINA IMP CONCENTRADO MARACUYA 454 GRS;;12572
4-1-0-4101;EMPAQUES CHIRIQUI S.A;BOB IMP. SAL VALUE 507 908 G;;12735
4-1-0-4102;EMPAQUES CHIRIQUI S.A;BOB IMP. SAL VALUE 507  2.27 KG;;12765
4-1-0-4103;EMPAQUES CHIRIQUI S.A;BOB IMP. SAL VALUE 507  454 G;;12766
4-1-0-4160;EMPAQUES CHIRIQUI S.A;ARROZ DE PRIMERA DAYSI 5 LBS;;12768
4-1-0-4161;EMPAQUES CHIRIQUI S.A;ARROZ ESPECIAL AMERICAN RICE 4 LBS;;12769
4-1-0-4174;EMPAQUES CHIRIQUI S.A;BOBINA IMP. SAL HADA 454 g;;12770
4-1-0-2361;EMPAQUES CHIRIQUI S.A;BOLSA IMP. TIERRA NEGRA PLANTAS Y FLORES TROPICALES;;12872
4-2-0-2326;EMPAQUES CHIRIQUI S.A;Bolsa Impresa Hielo Oriental 10 Lbs;;12919
4-2-0-3117;EMPAQUES CHIRIQUI S.A;Bolsa Impresa Hielo Cristal 10 Lbs - COD 771060;;12920
6-26-0-758;EMPAQUES CHIRIQUI S.A;BOBINA LAMINADA MULTICREMA VAINILLA 350 g con cÃ³digo de barras.;;13131
6-1-0-3506;EMPAQUES CHIRIQUI S.A;BOLSA LAMINADA IMP. ALIMENTOS DEL CAMPO ;;13134
4-1-0-2325;EMPAQUES CHIRIQUI S.A;BOLSA IMP. TIERRA NEGRA MARTIN GARDEN;;13137
4-1-0-4259;EMPAQUES CHIRIQUI S.A;ARROZ TIO CHILO PRIMERA 2 LBS;;13164
2-1-0-679;EMPAQUES CHIRIQUI S.A;BOLSA LISA TRANSPARENTE PARA LEGUMBRES 11+3.5+3.5X39 plg -2.25 mils;;13178
4-1-0-3591;EMPAQUES CHIRIQUI S.A;BOLSA IMP. TASTY CHOICE PAN PASITAS;;13237
6-27-0-3037;EMPAQUES CHIRIQUI S.A;BOBINA LAMINADA IMP. PAN TOSTADO TASTY CHOICE;;13252
2-4-0-3487;EMPAQUES CHIRIQUI S.A;BOBINA LISA BOPP TRANSP. 30 MICRAS 315 MM;;13253
6-1-0-1095;EMPAQUES CHIRIQUI S.A;ARROZ TIO CHILO ESPECIAL 5 LBS;;13349
6-21-0-3600;EMPAQUES CHIRIQUI S.A;BOBINA LAMINADA IMP. GRANOS LIANA 400 G;;13551
6-12-0-1385;EMPAQUES CHIRIQUI S.A;BOBINA LAMINADA CÃTRICOS CONCENTRADO DE NARANJA 454g;;13552
6-26-0-1507;EMPAQUES CHIRIQUI S.A;BOBINA MULTICREMA PLÃTANO 350 G;;13558
2-1-0-787;EMPAQUES CHIRIQUI S.A;BOLSA LISA HIELO 19x32 PERFORADA;;13559
6-21-0-1324;EMPAQUES CHIRIQUI S.A;PASTAS LIANA SPAGUETTI DELGADO 400 g;;13560
6-27-0-1758;EMPAQUES CHIRIQUI S.A; LIANA SPAGUETTI DELGADO 200 G;;13561
6-21-0-4356;EMPAQUES CHIRIQUI S.A;BOBINA LIANA SPAGHETTI GRUESO 227 G;;13571
6-12-0-4368;EMPAQUES CHIRIQUI S.A;DOY PACK SUGAR BROWN ZIPPER;;13616
6-21-0-4355;EMPAQUES CHIRIQUI S.A;BOBINA LIANA SPAGHETTI DELGADO 227 G;;13617
4-1-0-4354;EMPAQUES CHIRIQUI S.A;BOLSA IMPRESA AQUA SAL 40 LBS;;13694
4-1-0-4353;EMPAQUES CHIRIQUI S.A;ARROZ DE PRIMERA XTRA 5 LBS;;13771
6-12-0-4359;EMPAQUES CHIRIQUI S.A;BOBINA CONCENTRADO NARANJA PIÃ‘A 454 G;;13817
6-12-0-1791;EMPAQUES CHIRIQUI S.A;BOLI YOGURT ICE POP;;13833
6-27-0-3743;EMPAQUES CHIRIQUI S.A;BOBINA EXTRA NUTRIENTES LENTEJA 454 G;;14088
6-27-0-4463;EMPAQUES CHIRIQUI S.A;MONTERICO LENTEJAS 1 LB;;14099
2-1-0-4464;EMPAQUES CHIRIQUI S.A;"BOLSA LISA TRANSP. 11x14&quot; - 1.25 Mils";;14204
4-1-0-1602;EMPAQUES CHIRIQUI S.A;ARROZ DEL BUENO 5 LBS;;14456
4-1-0-4553;EMPAQUES CHIRIQUI S.A;BOLSA IMPRESA TERRAMAX 15 LBS;;14460
4-1-0-4465;EMPAQUES CHIRIQUI S.A;SAL DOMINÃ“ 5 LBS;;14472
4-1-0-4467;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SAL DOMINO 908 GRAMOS;;14473
4-1-0-4466;EMPAQUES CHIRIQUI S.A;SAL CRISTALÃN 5 LBS;;14474
6-12-0-4500;EMPAQUES CHIRIQUI S.A;BOLSA LAMINADA CÃTRICOS GENÃ‰RICA 454 g.;;14485
4-1-0-4469;EMPAQUES CHIRIQUI S.A;BOBINA IMP. SAL CRISTALÃN 908 G;;14486
6-12-0-3646;EMPAQUES CHIRIQUI S.A;BOLSA DOY PACK IMPRESA DORADITA ZIPPER;;14492
4-1-0-4620;EMPAQUES CHIRIQUI S.A;BOBINA ARROZ ESPECIAL DEL CAMPO 5 LBS;;14671
4-1-0-4632;EMPAQUES CHIRIQUI S.A;BOBINA IMP. ARROZ DEL CAMPO ESPECIAL 2 LBS;;14672
6-0-0-1026;EMPAQUES CHIRIQUI S.A;DON HENRY POROTO ROJO 454 G;;15335
6-26-0-4840;EMPAQUES CHIRIQUI S.A;BOBINA LAMINADA MULTICREMA VAINILLA 350 g con cÃ³digo de barras.;;15467
6-27-0-4855;EMPAQUES CHIRIQUI S.A;GRANJA SELECTA LENTEJA 340 G;;15592
4-1-0-4858;EMPAQUES CHIRIQUI S.A;BOBINA IMP. SAL HADA 454 g;;15627
4-1-0-4882;EMPAQUES CHIRIQUI S.A;BOLSA IMP. TIERRA NEGRA PLANTAS Y FLORES 30 LBS;;15743
4-2-0-4909;EMPAQUES CHIRIQUI S.A;PRUEBA BOLI YOGURT MONOCAPA;;15869
6-1-0-4984;EMPAQUES CHIRIQUI S.A;BOLSA LAMINADA IMP. ALIMENTOS DEL CAMPO ;;16068
2-1-0-5030;EMPAQUES CHIRIQUI S.A;BOLSA COLECTIVA ANTIDESLIZANTE 10+2+2X22 PLG-2.5 MILS;;16416
6-26-0-5051;EMPAQUES CHIRIQUI S.A;Bobina Laminada Multicrema Canela 350 g;;16851
2-1-0-1845;EMPAQUES CHIRIQUI S.A;BOLSA TRANSP.PARA GRASA DE LECHE 19x32 PLG - 2.25 MILS ;;17034
4-1-0-1964;EMPAQUES CHIRIQUI S.A;BOLSA IMPRESA ZANAHORIAS STJEPAN FISTONIC OXO;;17076
6-26-0-2360;EMPAQUES CHIRIQUI S.A;BOB. LAMINADA ARROZ TIO CHILO ESPECIAL 2 LBS;;17203
4-1-0-5201;EMPAQUES CHIRIQUI S.A;BOBINA IMP. ARROZ EXTRA NUTRIENTES 5 LBS;;17315
6-12-0-5398;EMPAQUES CHIRIQUI S.A;BOLSA IMPRESA FARALLON CAMARÃ“N COCIDO;;18140
4-1-0-5480;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SAL POPULAR 400 G;;18634
4-1-0-5479;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA ARROZ ESPECIAL SUPREME 5 LBS;;18635
6-26-0-5505;EMPAQUES CHIRIQUI S.A;MULTICREMA VAINILLA 350 G SIN CODIGO DE BARRRAS;;18732
4-1-0-5652;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SAL POPULAR 2000 G;;19379
6-12-0-5651;EMPAQUES CHIRIQUI S.A;BOLSA IMPRESA FARALLÃ“N MIXTO DE MARISCOS 12 OZ;;19403
6-12-0-5657;EMPAQUES CHIRIQUI S.A;BOLSA IMPRESA FARALLÃ“N CAMARÃ“N DESVENADO 12 OZ;;19408
4-1-0-5680;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SAL CRISTALÃN 454 G;;19413
4-1-0-5679;EMPAQUES CHIRIQUI S.A;SAL DOMINÃ“ 454 G;;19414
4-1-0-5678;EMPAQUES CHIRIQUI S.A;BOLSA IMPRESA ZANAHORIAS STJEPAN FISTONIC OXO;;19419
4-1-0-5781;EMPAQUES CHIRIQUI S.A;BOBINA ARROZ EXTRA NUTRIENTES 2 LBS;;19916
4-1-0-5782;EMPAQUES CHIRIQUI S.A;ARROZ ESPECIAL GRANJA SELECTA 5 LBS;;19917
4-1-0-5780;EMPAQUES CHIRIQUI S.A;BOBINA ARROZ DON HENRY 5 LBS;;19967
6-12-0-5795;EMPAQUES CHIRIQUI S.A;BOBINA LAMINADA CONCENTRADO DE PIÃ‘A;;19989
6-12-0-5794;EMPAQUES CHIRIQUI S.A;BOBINA LAMINADA CONCENTRADO DE NANCE;;19990
6-12-0-5796;EMPAQUES CHIRIQUI S.A;BOBINA IMP CONCENTRADO MARACUYA 454 GRS;;19991
4-1-0-5799;EMPAQUES CHIRIQUI S.A;ARROZ DE PRIMERA XTRA 5 LBS;;20000
2-1-0-5806;EMPAQUES CHIRIQUI S.A;TERMOENCOGIBLE 23 PLG - 3.25 MILS;;20046
2-1-0-5964;EMPAQUES CHIRIQUI S.A; BOLSA COLECTIVA ANTIDESLIZANTE 11+2.75+2.75 x 35 plg 2.75 mils;;20728
4-1-0-1671;EMPAQUES CHIRIQUI S.A;BOLSA IMP. REMOLACHAS STJEPAN FISTONIC OXO;;21229
2-1-0-570;EMPAQUES CHIRIQUI S.A;BOLSA COLECTIVA ANTIDESLIZ 12+3+3X24PLG  2.5 MILS;;21289
2-1-0-6084;EMPAQUES CHIRIQUI S.A;BOLSA COLECTIVA ANTIDESLIZANTE 10+3+3x22 PLG-2.5 MILS;;21312
4-1-0-6089;EMPAQUES CHIRIQUI S.A;BOBINA ARROZ SUPER SABROSO 2 LB;;21429
4-1-0-6195;EMPAQUES CHIRIQUI S.A;BOB.IMP. ARROZ DE PRIMERA RICO 5 LBS;;21848
4-1-0-6196;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA ARROZ DE PRIMERA MANA 5 LBS;;21849
2-1-0-304;EMPAQUES CHIRIQUI S.A;BOLSA LISA COLECTIVA ANTIDESLIZANTE 11+3+3 X 34PLG - 2MILS;;22037
2-1-0-6246;EMPAQUES CHIRIQUI S.A;BOLSA TRANSPARENTE PARA ALEVINES (PECES);;22066
4-1-0-2175;EMPAQUES CHIRIQUI S.A;BOBINA IMP. ARROZ SUPER MANA 5 LBS;;22178
4-1-0-6249;EMPAQUES CHIRIQUI S.A;BOLSA IMP PULPA DE TAMARINDO LA HOJITA;;22186
6-21-0-3155;EMPAQUES CHIRIQUI S.A;LIANA SPAGUETTI GRUESO 454 G;;22390
4-1-0-6313;EMPAQUES CHIRIQUI S.A;BOBINA IMP. SAL HADA 454 g;;22401
4-1-0-6314;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SAL POPULAR 400 G - COD 76038;;22402
4-1-0-6315;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SAL POPULAR 2000 G;;22403
4-1-0-6316;EMPAQUES CHIRIQUI S.A;SAL DOMINÃ“ 5 LBS - COD 76018;;22404
4-1-0-6317;EMPAQUES CHIRIQUI S.A;SAL CRISTALÃN 5 LBS;;22405
4-1-0-6318;EMPAQUES CHIRIQUI S.A;SAL DOMINÃ“ 454 G;;22406
4-1-0-6319;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SAL DOMINO 908 GRAMOS - COD 76020;;22407
4-1-0-6404;EMPAQUES CHIRIQUI S.A;BOLSA TIERRA NEGRA PLANTAS Y FLORES 20 LBS;;22886
6-26-0-6402;EMPAQUES CHIRIQUI S.A;BOBINA LAMINADA HARINA DE PLATANO 90 G;;22888
6-24-0-6403;EMPAQUES CHIRIQUI S.A;BOLSA TRES SELLOS METALIZADA 19X19.5 CM;;22889
4-1-0-6447;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SAL CRISTALÃN 454 G;;23026
4-1-0-6448;EMPAQUES CHIRIQUI S.A;BOBINA IMP. SAL CRISTALÃN 908 G;;23027
4-3-0-6476;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA ARROZ DE SEGUNDA ANAYANSI 5 LB;;23047
6-12-0-6536;EMPAQUES CHIRIQUI S.A;BOB. LAM. IMP. CONCENTRADO DE PONCHE DE FRUTAS 454G;;23341
4-2-0-3116;EMPAQUES CHIRIQUI S.A;BOLSA IMP. HIELO CRISTAL 40 LBS;;23369
6-12-0-6537;EMPAQUES CHIRIQUI S.A; BOB. LAM. IMP. CONCENTRADO DE TAMARINDO 454G;;23410
4-2-0-6549;EMPAQUES CHIRIQUI S.A;BOLSA LDPE BLANCO IMPRESA LA HOJITA LECHE DE COCO ;;23411
4-1-0-6557;EMPAQUES CHIRIQUI S.A;BOLSA IMPRESA TERRAMAX 15 LBS;;23414
4-1-0-6586;EMPAQUES CHIRIQUI S.A;BOBINA IMP ARROZ DE SEGUNDA ANAYANSI 2 LBS;;23653
6-12-0-6598;EMPAQUES CHIRIQUI S.A;BOLSA DOY PACK IMPRESA DORADITA ZIPPER;;23667
2-1-0-1843;EMPAQUES CHIRIQUI S.A;BOLSA NEGRA PARA BASURA 23x30 PLG - 1.5 MILS;;23929
4-1-0-1260;EMPAQUES CHIRIQUI S.A;ARROZ DE PRIMERA ORIENTE 5 LBS;;23932
2-2-0-1069;EMPAQUES CHIRIQUI S.A;ROLLO NEGRO CONSTRUCCIÃ“N;;23935
6-24-0-6658;EMPAQUES CHIRIQUI S.A;BOLSA TRES SELLOS IMPRESA SUMITHION 500 G 21.5X29.5CM;;23976
6-24-0-6660;EMPAQUES CHIRIQUI S.A;BOLSA TRES SELLOS IMPRESA SUMITHION 250 G 21.5X29.5CM;;23979
4-26-0-6675;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SUGAR BROWN 1 LB;;24101
6-26-0-6676;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SUGAR BROWN 2 LB;;24102
6-16-0-6666;EMPAQUES CHIRIQUI S.A;PRUEBA BOBINA BILAMINADA HORMITOX 500 G;;24204
4-1-0-6682;EMPAQUES CHIRIQUI S.A;BOBINA IMP ARROZ DE SEGUNDA EL ECONOMICO 5 LBS;;24462
6-16-0-6989;EMPAQUES CHIRIQUI S.A;BOBINA BILAMINADA HORMITOX 500 G;;25341
2-1-0-7013;EMPAQUES CHIRIQUI S.A;BOLSA LISA TRANSPARENTE 29 x 31 plg 2 mils;;25461
4-1-0-7059;EMPAQUES CHIRIQUI S.A;BOLSA IMPRESA AQUA SAL 40 LBS;;25745
4-1-0-7138;EMPAQUES CHIRIQUI S.A;BOLSA IMPRESA GRANOS DE LA VICTORIA;;25999
6-26-0-7238;EMPAQUES CHIRIQUI S.A; BOBINA IMP LAM ARROZ PRIMERA AZUERO 2 LBS;;26428
4-1-0-7235;EMPAQUES CHIRIQUI S.A;BOBINA IMP ARROZ SUPER GUAYMI 5 LBS;;26436
6-26-0-7236;EMPAQUES CHIRIQUI S.A;BOBINA IMP LAM ARROZ ESPECIAL AZUERO 5 LBS;;26439
6-26-0-7237;EMPAQUES CHIRIQUI S.A;BOBINA IMP LAM ARROZ PRIMERA AZUERO 5 LBS;;26440
4-0-0-1281;EMPAQUES CHIRIQUI S.A;ARROZ TIO CHILO PRIMERA 2 LBS;;26606
2-1-0-7338;EMPAQUES CHIRIQUI S.A;ROLLO TOMATERO 1.5 MTS X 600 MTS - 2 MILS TRANS;;26887
4-1-0-7335;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA ARROZ LIKE ESPECIAL 2 KG;;26906
4-1-0-7447;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA ARROZ ESPECIAL LA HERMOSA  5 LBS.;;27274
2-1-0-7512;EMPAQUES CHIRIQUI S.A;ROLLO TRANSP. TRATADO UV 2 M X 600M-2.00 MILS LAMINA- COD 73029;;27328
4-1-0-7511;EMPAQUES CHIRIQUI S.A;BOBINA IMP ARROZ SUPER GUAYMI 5 LBS;;27330
6-26-0-7445;EMPAQUES CHIRIQUI S.A;BOB. LAMINADA ARROZ TIO CHILO ESPECIAL 2 LBS;;27545
2-1-0-7598;EMPAQUES CHIRIQUI S.A;ROLLO ENFARDADOR DESLIZANTE 550MM - 2.75 MILS  TRANSP;;27650
6-26-0-7448;EMPAQUES CHIRIQUI S.A; BOLSA IMP LAMINADA ARROZ INTEGRAL 2 LBS;;27711
6-12-0-6981;EMPAQUES CHIRIQUI S.A;BOBINA CONCENTRADO NARANJA PIÃ‘A 454 G;;27882
6-12-0-6984;EMPAQUES CHIRIQUI S.A;BOBINA IMP CONCENTRADO ZARZAMORA 454 GR;;27883
4-2-0-7669;EMPAQUES CHIRIQUI S.A;Bolsa Impresa Hielo Oriental 10 Lbs - COD 771035;;27885
4-1-0-7667;EMPAQUES CHIRIQUI S.A;ARROZ DE PRIMERA DEL CAMPO 5 LBS;;27918
4-1-0-7668;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA ARROZ ESPECIAL DEL CAMPO 2 KG;;27920
4-26-0-7807;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SUGAR BROWN 1 LB;;28307
6-26-0-7808;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA SUGAR BROWN 2 LB;;28308
2-1-0-204;EMPAQUES CHIRIQUI S.A;ROLLO TRANSP. ENFARDADOR ANTIDESLIZANTE 80 CM - 2.5 mils - COD 73025;;28642
6-1-0-7996;EMPAQUES CHIRIQUI S.A;BOBINA IMP LAM ARROZ ESPECIAL AZUERO 9.07 KG (20 LBS);;29062
6-26-0-8003;EMPAQUES CHIRIQUI S.A;BOBINA IMP LAM ARROZ PRIMERA AZUERO 9.07 KG (20 LBS);;29063
2-1-0-8017;EMPAQUES CHIRIQUI S.A;ROLLO ENFARDADOR 99 CM- 3.00 MILS  TRANSP - COD 73031;;29087
2-1-0-8018;EMPAQUES CHIRIQUI S.A;ROLLO ENFARDADOR DESLIZANTE 100 CM- 2.75 MILS TRANSP - COD 73032;;29089
4-1-0-8026;EMPAQUES CHIRIQUI S.A;BOLSA HIELO CRISTAL 10 LBS  SANTIAGO - COD 71060;;29125
4-1-0-8027;EMPAQUES CHIRIQUI S.A;BOLSA HIELO ORIENTAL 10 LBS SANTIAGO - COD 71035;;29126
6-16-0-8023;EMPAQUES CHIRIQUI S.A;BOBINA BILAMINADA HORMITOX 250 G;;29207
6-24-0-8021;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA CAFÉ LIKE 22 GR - COD 76059;;29209
6-24-0-8022;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA CAFÉ LIKE 425 GR - COD 76054;;29208
6-24-0-8019;EMPAQUES CHIRIQUI S.A;BOBINA IMPRESA CAFÉ LA SABROSITA 425 GR - COD 76060;;29210
4-1-0-8016;EMPAQUES CHIRIQUI S.A;BOBINA IMP. ARROZ DEL CAMPO ESPECIAL 2 LBS - COD 70033;;29330
6-12-0-8070;EMPAQUES CHIRIQUI S.A;DOY PACK SUGAR BROWN ZIPPER;;29336
1-1-0-4044;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SOBREEMPAQUE 22X400 (PIPASA);;12019
2-1-0-4045;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SOBREEMPAQUE 30X1MLS (PIPASA);;12020
2-1-0-1310;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BOBINA LISA MONTAJE IMPRENTA;;12271
9-1-0-2124;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;REPROCESO PELETIZADO NATURAL;;13050
9-1-0-2123;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;REPROCESO TODO COLOR;;13051
3-2-0-2407;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA JARDÃN ECONOMICA DOBLADA;;13110
3-2-0-2362;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA GRANDE ECONOMICA DOBLADO;;13111
3-2-0-2967;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA MEDIANA ECONOMICA DOBLADA;;13112
3-2-0-2370;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA PEQUEÃ‘A ECONÃ“MICA DOBLADA;;13113
2-1-0-2705;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SOBREEMPAQUE PARA PONCHE Y CORTE;;13205
2-1-0-4334;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;"SOBREEMPAQUE PARA PIPASA 20&quot;X3MLS";;13483
2-1-0-4347;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;"SOBREEMPAQUE PARA PIPASA 20X3MLS ANTIDESLIZANTE """;;13495
4-1-0-1714;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SOBREEMPAQUE IMPRESO ECONOMICA GRANDE;;13832
2-1-0-1537;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SOBREEMPAQUE DE SLITTER;;14056
4-1-0-1439;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SOB.IMP.ECONOMICA JARDIN;;14381
4-1-0-1422;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SOBREEMPAQUE IMPRESO ECONOMICA PEQUEÃ‘A;;14383
4-1-0-1363;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SOBREEMPAQUE ECONOMICA MEDIANA;;14384
28-2-0-1839;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA; BASURA JARDIN GRANEL (VIANNEY);;15062
7-19-0-4838;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;PRODUCCIONES NO REPORTADAS OPS CERRADAS DPTO CONVERSION;;15445
7-27-0-4887;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;Bolsa PlÃ¡tano 71g (Plantain Strips);;15637
7-0-0-4893;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;MACARRON ROMA 250G/ COD 055055062;;15640
7-21-0-4904;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;TORNILLO ROMA 200G/ COD 055055098;;15660
7-17-0-4905;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;8032433 - Tosh Coco y Almendras Bs X 9 SE (NC);;15664
7-38-0-4944;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BALANCE PUPPY 9 KG/ COD 6084;;15868
7-19-0-5004;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;PRODUCCIONES NO REPORTADAS OPS CERRADAS DPTO EXTRUSION;;16103
7-1-0-5126;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;PRODUCCIONES NO REPORTADAS OPS CERRADAS DPTO SLITTER;;16686
7-38-0-5127;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BOB SUPER PERRO CACHORRO 2 KG/ COD 01-03-0071;;16687
7-38-0-5128;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SUPER KAN CACHORRO 1 KG;;16688
7-38-0-5129;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SUPER KAN CACHORRO 10KG;;16689
7-24-0-5142;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BOBINA CAFÉ LAREÃ‘O 14 OZ (PET-MET);;16813
28-2-0-1313;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA JARDÃN GRANEL (EUSA);;16897
28-2-0-1841;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA GRANDE GRANEL (VIANNEY);;16936
2-1-0-5179;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SOBREEMPAQUE PIPASA 50.8cm X 95cm X 3mls;;17031
28-2-0-1314;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA MEDIANA GRANEL (EUSA);;17258
6-27-0-5214;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;TALLARIN LUCEMA 300G/ COD 145055106;;17286
3-2-0-5240;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA ECONOMICA MEDIANA VERDE (DOBLADA);;17418
2-2-0-1692;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;ORDEN PARA REPORTAR DESPERDICIOS;;18044
4-4-0-1732;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;FINGER PRINT;;18179
28-2-0-1315;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA PEQUEÃ‘A GRANEL;;18792
28-2-0-3900;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA JARDINERA 110X120X2 (USO INTERNO);;19249
28-2-0-5828;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA; BASURA JARDIN GRANEL (VIANNEY);;20115
28-2-0-5952;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA MEDIANA P/LIMPIEZA (USO INTERNO);;20676
28-2-0-5953;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA GRANDE P/LIMPIEZA (USO INTERNO);;20677
28-2-0-5954;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA PEQUEÃ‘A P/LIMPIEZA (USO INTERNO);;20678
28-2-0-5958;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BASURA JARDIN P/LIMPIEZA (USO INTERNO);;20692
2-2-0-6043;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SOBREEMPAQUE PARADISE INGREDIENTS 56X90cm;;21109
2-4-0-6292;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BOBINA 23cm bopp 40 micras;;22233
2-1-0-6398;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SOBREEMPAQUE P/EXTRUSION;;22744
2-1-0-6399;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;SOBREEMPAQUE P/CONVERSION;;22745
6-24-0-6414;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BOLSA PRUEBA EUSA;;22792
6-24-0-6465;EMPAQUES UNIVERSAL SOCIEDAD ANONIMA;BOLSA  EUSA CON TROQUEL;;23015
